feature,method,score,leak_risk
company_MDU Resources Group,Pearson,0.0085,Low
city_North Canton,Pearson,0.0085,Low
prev_rank_179.0,Pearson,0.0085,Low
Website_https://www.timken.com,Pearson,0.0085,Low
Ticker_TKR,Pearson,0.0085,Low
Ticker_PRI,Pearson,0.0085,Low
Ticker_LEA,Pearson,0.0085,Low
company_Primerica,Pearson,0.0085,Low
Ticker_MAN,Pearson,0.0084,Low
company_CSX,Pearson,0.0084,Low
CEO_Jonathan E. Johnson III,Pearson,0.0084,Low
CEO_Jonas Prising,Pearson,0.0084,Low
Website_https://www.overstock.com,Pearson,0.0084,Low
Ticker_SNX,Pearson,0.0084,Low
CEO_Joseph R. Hinrichs,Pearson,0.0084,Low
Ticker_LSTR,Pearson,0.0084,Low
Ticker_GEF,Pearson,0.0084,Low
company_M/I Homes,Pearson,0.0084,Low
Ticker_CRL,Pearson,0.0084,Low
CEO_Gerben W. Bakker,Pearson,0.0084,Low
company_Liberty Media,Pearson,0.0084,Low
city_Shelton,Pearson,0.0084,Low
company_Deckers Outdoor,Pearson,0.0084,Low
city_Midvale,Pearson,0.0084,Low
CEO_Ole Rosgaard,Pearson,0.0084,Low
prev_rank_165.0,Pearson,0.0084,Low
Website_https://www.criver.com,Pearson,0.0084,Low
Website_https://www.csx.com,Pearson,0.0084,Low
company_DCP Midstream,Pearson,0.0084,Low
CEO_Richard T. Hume,Pearson,0.0084,Low
Ticker_DCP,Pearson,0.0084,Low
CEO_David Powers,Pearson,0.0084,Low
Website_https://www.deckers.com,Pearson,0.0084,Low
Ticker_DECK,Pearson,0.0084,Low
CEO_R. Andrew Clyde,Pearson,0.0084,Low
Ticker_MUSA,Pearson,0.0084,Low
Ticker_EME,Pearson,0.0084,Low
Website_https://www.dcpmidstream.com,Pearson,0.0084,Low
CEO_Gregory B. Maffei,Pearson,0.0084,Low
company_Landstar System,Pearson,0.0084,Low
Ticker_OSTK,Pearson,0.0084,Low
company_Greif,Pearson,0.0084,Low
prev_rank_322.0,Pearson,0.0084,Low
prev_rank_326.0,Pearson,0.0084,Low
company_Overstock.com,Pearson,0.0084,Low
Website_www.tdsynnex.com,Pearson,0.0084,Low
Website_https://www.greif.com,Pearson,0.0084,Low
CEO_James B. Gattoni,Pearson,0.0084,Low
CEO_James C. Foster,Pearson,0.0084,Low
Ticker_CSX,Pearson,0.0084,Low
CEO_Anthony J. Guzzi,Pearson,0.0084,Low
prev_rank_344.0,Pearson,0.0084,Low
Website_https://www.emcorgroup.com,Pearson,0.0084,Low
CEO_Robert H. Schottenstein,Pearson,0.0084,Low
Website_https://www.mihomes.com,Pearson,0.0084,Low
city_Goleta,Pearson,0.0084,Low
company_EMCOR Group,Pearson,0.0084,Low
company_ManpowerGroup,Pearson,0.0084,Low
company_Murphy USA,Pearson,0.0084,Low
city_El Dorado,Pearson,0.0084,Low
prev_rank_442.0,Pearson,0.0084,Low
Website_https://www.libertymedia.com,Pearson,0.0084,Low
Ticker_MHO,Pearson,0.0084,Low
Website_https://www.murphyusa.com,Pearson,0.0084,Low
prev_rank_292.0,Pearson,0.0084,Low
company_TD Synnex,Pearson,0.0084,Low
Website_https://www.manpowergroup.com,Pearson,0.0084,Low
Website_https://www.landstar.com,Pearson,0.0084,Low
company_Hubbell,Pearson,0.0084,Low
Website_https://www.hubbell.com,Pearson,0.0084,Low
prev_rank_117.0,Pearson,0.0084,Low
Ticker_LSXMA,Pearson,0.0084,Low
Ticker_HUBB,Pearson,0.0084,Low
CEO_Wouter T. van Kempen,Pearson,0.0084,Low
company_Charles River Laboratories International,Pearson,0.0084,Low
city_Bloomington,Pearson,0.0083,Low
Website_https://www.asgn.com,Pearson,0.0083,Low
CEO_Steven Rendle,Pearson,0.0083,Low
city_Livonia,Pearson,0.0083,Low
company_Hilton Worldwide Holdings,Pearson,0.0083,Low
company_Masco,Pearson,0.0083,Low
Website_https://www.hilton.com,Pearson,0.0083,Low
Ticker_CMC,Pearson,0.0083,Low
Website_https://www.rangeresources.com,Pearson,0.0083,Low
company_PENN Entertainment,Pearson,0.0083,Low
prev_rank_422.0,Pearson,0.0083,Low
Website_https://www.aresmgmt.com,Pearson,0.0083,Low
CEO_Michael Arougheti,Pearson,0.0083,Low
CEO_Michael B. O?Sullivan,Pearson,0.0083,Low
prev_rank_263.0,Pearson,0.0083,Low
CEO_John C. Pfeifer,Pearson,0.0083,Low
Ticker_ARES,Pearson,0.0083,Low
CEO_Mark J. Tarr,Pearson,0.0083,Low
CEO_Mark D. Morelli,Pearson,0.0083,Low
city_Green Bay,Pearson,0.0083,Low
city_Branchville,Pearson,0.0083,Low
company_Bank of New York Mellon,Pearson,0.0083,Low
Ticker_SNDR,Pearson,0.0083,Low
company_Oshkosh,Pearson,0.0083,Low
city_Mechanicsburg,Pearson,0.0083,Low
CEO_Samuel J. Mitchell Jr.,Pearson,0.0083,Low
city_Wyomissing,Pearson,0.0083,Low
city_Worcester,Pearson,0.0083,Low
Ticker_RRC,Pearson,0.0083,Low
CEO_John J. Marchioni,Pearson,0.0083,Low
CEO_John C. Roche,Pearson,0.0083,Low
Ticker_SIGI,Pearson,0.0083,Low
company_Burlington Stores,Pearson,0.0083,Low
Website_https://www.leggett.com,Pearson,0.0083,Low
prev_rank_492.0,Pearson,0.0083,Low
Ticker_MAS,Pearson,0.0083,Low
company_Encompass Health,Pearson,0.0083,Low
Website_https://www.oshkoshcorp.com,Pearson,0.0083,Low
Ticker_BURL,Pearson,0.0083,Low
Ticker_FIS,Pearson,0.0083,Low
CEO_Simon D. Campion,Pearson,0.0083,Low
prev_rank_241.0,Pearson,0.0083,Low
company_Fidelity National Information Services,Pearson,0.0083,Low
company_ASGN,Pearson,0.0083,Low
Ticker_XRAY,Pearson,0.0083,Low
Ticker_ZBH,Pearson,0.0083,Low
Website_https://www.burlingtoninvestors.com,Pearson,0.0083,Low
Ticker_BK,Pearson,0.0083,Low
prev_rank_471.0,Pearson,0.0083,Low
CEO_Keith J. Allman,Pearson,0.0083,Low
Website_https://www.bnymellon.com,Pearson,0.0083,Low
Website_https://www.masco.com,Pearson,0.0083,Low
CEO_Mark B. Rourke,Pearson,0.0083,Low
city_Carthage,Pearson,0.0083,Low
Ticker_ASGN,Pearson,0.0083,Low
Ticker_SEM,Pearson,0.0083,Low
Website_https://www.pennentertainment.com,Pearson,0.0083,Low
Ticker_CNXC,Pearson,0.0083,Low
prev_rank_414.0,Pearson,0.0083,Low
Ticker_LEG,Pearson,0.0083,Low
Website_https://www.hanover.com,Pearson,0.0083,Low
Website_https://www.selective.com,Pearson,0.0083,Low
Website_https://www.selectmedicalholdings.com,Pearson,0.0083,Low
company_Watsco,Pearson,0.0083,Low
company_Commercial Metals,Pearson,0.0083,Low
company_Concentrix,Pearson,0.0083,Low
Ticker_ENTG,Pearson,0.0083,Low
Website_https://www.cmc.com,Pearson,0.0083,Low
company_Ares Management,Pearson,0.0083,Low
company_Range Resources,Pearson,0.0083,Low
Website_https://www.fisglobal.com,Pearson,0.0083,Low
Ticker_TTC,Pearson,0.0083,Low
CEO_Barbara R. Smith,Pearson,0.0083,Low
city_Palo Alto,Pearson,0.0083,Low
prev_rank_180.0,Pearson,0.0083,Low
CEO_Theodore S. Hanson,Pearson,0.0083,Low
company_Entegris,Pearson,0.0083,Low
company_Hanover Insurance Group,Pearson,0.0083,Low
Website_https://www.thetorocompany.com,Pearson,0.0083,Low
company_Zimmer Biomet Holdings,Pearson,0.0083,Low
city_Oshkosh,Pearson,0.0083,Low
CEO_Robin Vince,Pearson,0.0083,Low
company_Dentsply Sirona,Pearson,0.0083,Low
CEO_Jay A. Snowden,Pearson,0.0083,Low
CEO_Jeffrey L. Ventura,Pearson,0.0083,Low
Ticker_AEO,Pearson,0.0083,Low
Website_https://www.schneider.com,Pearson,0.0083,Low
CEO_J. Mitchell Dolloff,Pearson,0.0083,Low
CEO_Jay L. Schottenstein,Pearson,0.0083,Low
CEO_Albert H. Nahmad,Pearson,0.0083,Low
Ticker_THG,Pearson,0.0083,Low
company_VF Corp.,Pearson,0.0083,Low
CEO_Bertrand Loy,Pearson,0.0083,Low
Website_https://www.aeo-inc.com,Pearson,0.0083,Low
company_Vontier,Pearson,0.0083,Low
company_Toro,Pearson,0.0083,Low
CEO_Christopher J. Nassetta,Pearson,0.0083,Low
CEO_Richard M. Olson,Pearson,0.0083,Low
company_Schneider National,Pearson,0.0083,Low
Website_https://www.valvoline.com,Pearson,0.0083,Low
Website_https://www.entegris.com,Pearson,0.0083,Low
Website_https://www.encompasshealth.com,Pearson,0.0083,Low
prev_rank_398.0,Pearson,0.0083,Low
Website_https://www.vontier.com,Pearson,0.0083,Low
CEO_Christopher A. Caldwell,Pearson,0.0083,Low
CEO_Bryan C. Hanson,Pearson,0.0083,Low
company_Valvoline,Pearson,0.0083,Low
Ticker_OSK,Pearson,0.0083,Low
Ticker_PENN,Pearson,0.0083,Low
company_Leggett & Platt,Pearson,0.0083,Low
Website_https://www.watsco.com,Pearson,0.0083,Low
Website_https://www.zimmerbiomet.com,Pearson,0.0083,Low
Website_https://www.concentrix.com,Pearson,0.0083,Low
Ticker_EHC,Pearson,0.0083,Low
Website_https://www.vfc.com,Pearson,0.0083,Low
Ticker_VFC,Pearson,0.0083,Low
Ticker_VNT,Pearson,0.0083,Low
CEO_Gary A. Norcross,Pearson,0.0083,Low
Ticker_HLT,Pearson,0.0083,Low
Ticker_VVV,Pearson,0.0083,Low
company_American Eagle Outfitters,Pearson,0.0083,Low
company_Selective Insurance Group,Pearson,0.0083,Low
company_Select Medical Holdings,Pearson,0.0083,Low
city_Warsaw,Pearson,0.0083,Low
Website_https://www.dentsplysirona.com,Pearson,0.0083,Low
CEO_David S. Chernow,Pearson,0.0083,Low
Ticker_WSO,Pearson,0.0083,Low
company_Alcoa,Pearson,0.0082,Low
CEO_D. Christian Koch,Pearson,0.0082,Low
prev_rank_330.0,Pearson,0.0082,Low
Ticker_CNO,Pearson,0.0082,Low
city_Tampa,Pearson,0.0082,Low
company_Crane Holdings,Pearson,0.0082,Low
Website_https://www.craneco.com,Pearson,0.0082,Low
company_LGI Homes,Pearson,0.0082,Low
Ticker_XYL,Pearson,0.0082,Low
city_Westborough,Pearson,0.0082,Low
Website_https://www.cnoinc.com,Pearson,0.0082,Low
CEO_Robert W. Eddy,Pearson,0.0082,Low
CEO_Mikael Bratt,Pearson,0.0082,Low
prev_rank_392.0,Pearson,0.0082,Low
city_Pawtucket,Pearson,0.0082,Low
CEO_Patrick K. Decker,Pearson,0.0082,Low
Ticker_CSL,Pearson,0.0082,Low
Ticker_CR,Pearson,0.0082,Low
company_Carlisle,Pearson,0.0082,Low
Website_https://www.hasbro.com,Pearson,0.0082,Low
Website_https://www.lgihomes.com,Pearson,0.0082,Low
CEO_Max H. Mitchell,Pearson,0.0082,Low
CEO_Roy C. Harvey,Pearson,0.0082,Low
CEO_Christian Cocks,Pearson,0.0082,Low
Website_https://www.autoliv.com,Pearson,0.0082,Low
Ticker_ALV,Pearson,0.0082,Low
company_BJ&#8217;s Wholesale Club,Pearson,0.0082,Low
Ticker_LGIH,Pearson,0.0082,Low
company_Autoliv,Pearson,0.0082,Low
prev_rank_494.0,Pearson,0.0082,Low
company_CNO Financial Group,Pearson,0.0082,Low
Ticker_BJ,Pearson,0.0082,Low
Website_https://www.bjs.com,Pearson,0.0082,Low
Website_https://www.carlisle.com,Pearson,0.0082,Low
company_Xylem,Pearson,0.0082,Low
Ticker_AA,Pearson,0.0082,Low
prev_rank_198.0,Pearson,0.0082,Low
Website_https://www.alcoa.com,Pearson,0.0082,Low
company_Hasbro,Pearson,0.0082,Low
Website_https://www.xylem.com,Pearson,0.0082,Low
Ticker_HAS,Pearson,0.0082,Low
CEO_Gary C. Bhojwani,Pearson,0.0082,Low
CEO_Eric Lipar,Pearson,0.0082,Low
CEO_John S. Mengucci,Pearson,0.0081,Low
Ticker_ALSN,Pearson,0.0081,Low
Ticker_TDY,Pearson,0.0081,Low
company_Nordson,Pearson,0.0081,Low
company_IDEX,Pearson,0.0081,Low
Ticker_LPLA,Pearson,0.0081,Low
CEO_Sundaram Nagarajan,Pearson,0.0081,Low
Ticker_CACI,Pearson,0.0081,Low
Website_https://www.lpl.com,Pearson,0.0081,Low
prev_rank_466.0,Pearson,0.0081,Low
Website_https://www.nordson.com,Pearson,0.0081,Low
Website_https://www.caci.com,Pearson,0.0081,Low
CEO_David C. Jukes,Pearson,0.0081,Low
company_CACI International,Pearson,0.0081,Low
company_Iron Mountain,Pearson,0.0081,Low
Website_https://www.idexcorp.com,Pearson,0.0081,Low
prev_rank_362.0,Pearson,0.0081,Low
CEO_David S. Graziosi,Pearson,0.0081,Low
company_LPL Financial Holdings,Pearson,0.0081,Low
Ticker_NDSN,Pearson,0.0081,Low
CEO_Robert Mehrabian,Pearson,0.0081,Low
Ticker_IRM,Pearson,0.0081,Low
Website_https://www.ironmountain.com,Pearson,0.0081,Low
Website_https://www.allisontransmission.com,Pearson,0.0081,Low
Website_https://www.teledyne.com,Pearson,0.0081,Low
Ticker_UNVR,Pearson,0.0081,Low
company_Allison Transmission Holdings,Pearson,0.0081,Low
company_Univar Solutions,Pearson,0.0081,Low
Website_https://www.univarsolutions.com,Pearson,0.0081,Low
Ticker_IEX,Pearson,0.0081,Low
CEO_William L. Meaney,Pearson,0.0081,Low
CEO_Eric D. Ashleman,Pearson,0.0081,Low
CEO_Dan H. Arnold,Pearson,0.0081,Low
company_Teledyne Technologies,Pearson,0.0081,Low
CEO_Benito Minicucci,Pearson,0.008,Low
Website_https://www.virtu.com,Pearson,0.008,Low
company_ResMed,Pearson,0.008,Low
CEO_Arkadiy Dobkin,Pearson,0.008,Low
Ticker_AEL,Pearson,0.008,Low
prev_rank_225.0,Pearson,0.008,Low
CEO_David T. Lougee,Pearson,0.008,Low
company_TEGNA,Pearson,0.008,Low
company_Lennox International,Pearson,0.008,Low
city_West Des Moines,Pearson,0.008,Low
city_Richardson,Pearson,0.008,Low
Website_https://www.epam.com,Pearson,0.008,Low
Ticker_EPAM,Pearson,0.008,Low
city_Incline Village,Pearson,0.008,Low
CEO_Michael J. Farrell,Pearson,0.008,Low
Ticker_RMD,Pearson,0.008,Low
Website_https://www.firstsolar.com,Pearson,0.008,Low
city_Newtown,Pearson,0.008,Low
Website_https://www.lennoxinternational.com,Pearson,0.008,Low
Ticker_WCC,Pearson,0.008,Low
Website_https://www.jacobs.com,Pearson,0.008,Low
Ticker_J,Pearson,0.008,Low
CEO_Douglas F. Bauer,Pearson,0.008,Low
company_Alaska Air Group,Pearson,0.008,Low
CEO_Douglas Cifu,Pearson,0.008,Low
company_First Solar,Pearson,0.008,Low
prev_rank_245.0,Pearson,0.008,Low
Ticker_VIRT,Pearson,0.008,Low
company_Tri Pointe Homes,Pearson,0.008,Low
company_Virtu Financial,Pearson,0.008,Low
Website_https://www.wesco.com,Pearson,0.008,Low
company_American Equity Investment Life Holding,Pearson,0.008,Low
Website_https://www.tripointehomes.com,Pearson,0.008,Low
CEO_John J. Engel,Pearson,0.008,Low
Website_https://www.alaskaair.com,Pearson,0.008,Low
city_Arlington,Pearson,0.008,Low
Website_https://www.resmed.com,Pearson,0.008,Low
Ticker_LII,Pearson,0.008,Low
CEO_Steven J. Demetriou,Pearson,0.008,Low
Ticker_TPH,Pearson,0.008,Low
Ticker_ALK,Pearson,0.008,Low
company_EPAM Systems,Pearson,0.008,Low
Ticker_FSLR,Pearson,0.008,Low
company_Mueller Industries,Pearson,0.008,Low
city_Collierville,Pearson,0.008,Low
Ticker_MLI,Pearson,0.008,Low
Website_https://www.muellerindustries.com,Pearson,0.008,Low
Website_https://www.boydgaming.com,Pearson,0.008,Low
company_Boyd Gaming,Pearson,0.008,Low
company_Jacobs Engineering Group,Pearson,0.008,Low
CEO_Keith E. Smith,Pearson,0.008,Low
Ticker_BYD,Pearson,0.008,Low
CEO_Mark R. Widmar,Pearson,0.008,Low
Website_https://www.american-equity.com,Pearson,0.008,Low
Website_https://www.tegna.com,Pearson,0.008,Low
company_WESCO International,Pearson,0.008,Low
Ticker_TGNA,Pearson,0.008,Low
CEO_Anant Bhalla,Pearson,0.008,Low
CEO_Alok Maskara,Pearson,0.008,Low
CEO_Gregory L. Christopher,Pearson,0.008,Low
Ticker_EQIX,Pearson,0.0079,Low
company_Ciena,Pearson,0.0079,Low
city_San Rafael,Pearson,0.0079,Low
Website_https://www.etsy.com,Pearson,0.0079,Low
Website_https://www.equinix.com,Pearson,0.0079,Low
Ticker_PII,Pearson,0.0079,Low
CEO_Robert G. Painter,Pearson,0.0079,Low
city_Wayne,Pearson,0.0079,Low
company_A.O. Smith,Pearson,0.0079,Low
Website_https://www.ciena.com,Pearson,0.0079,Low
Ticker_CIEN,Pearson,0.0079,Low
Ticker_PWR,Pearson,0.0079,Low
Ticker_CCS,Pearson,0.0079,Low
prev_rank_407.0,Pearson,0.0079,Low
CEO_Michael T. Speetzen,Pearson,0.0079,Low
company_Century Communities,Pearson,0.0079,Low
CEO_Liam J. Kelly,Pearson,0.0079,Low
Ticker_MIDD,Pearson,0.0079,Low
CEO_Kevin J. Wheeler,Pearson,0.0079,Low
Website_https://www.centurycommunities.com,Pearson,0.0079,Low
Ticker_ETSY,Pearson,0.0079,Low
city_Hanover,Pearson,0.0079,Low
city_Greenwood Village,Pearson,0.0079,Low
company_Middleby,Pearson,0.0079,Low
prev_rank_278.0,Pearson,0.0079,Low
Website_https://www.autodesk.com,Pearson,0.0079,Low
company_Autodesk,Pearson,0.0079,Low
Ticker_TFX,Pearson,0.0079,Low
Website_https://www.atlasairworldwide.com,Pearson,0.0079,Low
Ticker_AOS,Pearson,0.0079,Low
CEO_John W. Dietrich,Pearson,0.0079,Low
Website_https://www.quantaservices.com,Pearson,0.0079,Low
company_Atlas Air Worldwide Holdings,Pearson,0.0079,Low
Website_https://www.polaris.com,Pearson,0.0079,Low
city_Brooklyn,Pearson,0.0079,Low
CEO_Josh Silverman,Pearson,0.0079,Low
prev_rank_461.0,Pearson,0.0079,Low
Website_https://www.middleby.com,Pearson,0.0079,Low
city_Elgin,Pearson,0.0079,Low
Ticker_ADSK,Pearson,0.0079,Low
company_Polaris,Pearson,0.0079,Low
Website_https://www.trimble.com,Pearson,0.0079,Low
Website_https://www.teleflex.com,Pearson,0.0079,Low
Ticker_TRMB,Pearson,0.0079,Low
company_Quanta Services,Pearson,0.0079,Low
Website_https://www.aosmith.com,Pearson,0.0079,Low
CEO_Andrew Anagnost,Pearson,0.0079,Low
Ticker_AAWW,Pearson,0.0079,Low
company_Equinix,Pearson,0.0079,Low
company_Trimble,Pearson,0.0079,Low
company_Etsy,Pearson,0.0079,Low
CEO_Timothy J. FitzGerald,Pearson,0.0079,Low
CEO_Charles J. Meyers,Pearson,0.0079,Low
CEO_Gary B. Smith,Pearson,0.0079,Low
company_Teleflex,Pearson,0.0079,Low
CEO_Dale Francescon/Robert Francescon,Pearson,0.0079,Low
CEO_Earl C. Austin Jr.,Pearson,0.0079,Low
company_Travelers,Pearson,0.0078,Low
CEO_Owen D. Thomas,Pearson,0.0078,Low
city_Parsippany,Pearson,0.0078,Low
Website_https://www.ryder.com,Pearson,0.0078,Low
Website_https://www.scotts.com,Pearson,0.0078,Low
Website_https://www.sealedair.com,Pearson,0.0078,Low
company_Sealed Air,Pearson,0.0078,Low
city_Ann Arbor,Pearson,0.0078,Low
company_Scotts Miracle-Gro,Pearson,0.0078,Low
CEO_Russell J. Weiner,Pearson,0.0078,Low
company_Domino's Pizza,Pearson,0.0078,Low
prev_rank_98.0,Pearson,0.0078,Low
Ticker_TRV,Pearson,0.0078,Low
Website_www.travelers.com,Pearson,0.0078,Low
CEO_Alan D. Schnitzer,Pearson,0.0078,Low
CEO_Robert E. Sanchez,Pearson,0.0078,Low
company_Ryder System,Pearson,0.0078,Low
company_Boston Properties,Pearson,0.0078,Low
Ticker_SEE,Pearson,0.0078,Low
Ticker_DPZ,Pearson,0.0078,Low
Ticker_RPM,Pearson,0.0078,Low
Website_https://www.dominos.com,Pearson,0.0078,Low
CEO_Frank C. Sullivan,Pearson,0.0078,Low
CEO_Edward L. Doheny II,Pearson,0.0078,Low
Ticker_SMG,Pearson,0.0078,Low
prev_rank_357.0,Pearson,0.0078,Low
Ticker_R,Pearson,0.0078,Low
city_Marysville,Pearson,0.0078,Low
company_RPM International,Pearson,0.0078,Low
CEO_James S. Hagedorn,Pearson,0.0078,Low
Website_https://www.rpminc.com,Pearson,0.0078,Low
city_Jacksonville,Pearson,0.0078,Low
Ticker_BXP,Pearson,0.0078,Low
Website_https://www.bxp.com,Pearson,0.0078,Low
Website_https://www.asburyauto.com,Pearson,0.0077,Low
Ticker_CBOE,Pearson,0.0077,Low
company_BorgWarner,Pearson,0.0077,Low
CEO_Kevin P. Hourican,Pearson,0.0077,Low
Ticker_UFPI,Pearson,0.0077,Low
prev_rank_295.0,Pearson,0.0077,Low
CEO_David W. Hult,Pearson,0.0077,Low
company_Sysco,Pearson,0.0077,Low
Website_https://www.cboe.com,Pearson,0.0077,Low
CEO_Daniel Jones,Pearson,0.0077,Low
prev_rank_405.0,Pearson,0.0077,Low
CEO_Edward T. Tilly,Pearson,0.0077,Low
Ticker_WIRE,Pearson,0.0077,Low
Ticker_BWA,Pearson,0.0077,Low
city_Radnor,Pearson,0.0077,Low
Website_https://www.ufpi.com,Pearson,0.0077,Low
CEO_Frederic B. Lissalde,Pearson,0.0077,Low
company_Asbury Automotive Group,Pearson,0.0077,Low
Website_https://www.borgwarner.com,Pearson,0.0077,Low
Ticker_ABG,Pearson,0.0077,Low
CEO_Matthew Missad,Pearson,0.0077,Low
company_Encore Wire,Pearson,0.0077,Low
company_UFP Industries,Pearson,0.0077,Low
prev_rank_60.0,Pearson,0.0077,Low
Website_https://www.encorewire.com,Pearson,0.0077,Low
company_Cboe Global Markets,Pearson,0.0077,Low
Ticker_SYY,Pearson,0.0077,Low
Website_www.sysco.com,Pearson,0.0077,Low
Ticker_IR,Pearson,0.0076,Low
CEO_Timothy C. Gokey,Pearson,0.0076,Low
CEO_Vincent Pilette,Pearson,0.0076,Low
Ticker_MKSI,Pearson,0.0076,Low
Website_https://www.broadridge.com,Pearson,0.0076,Low
prev_rank_279.0,Pearson,0.0076,Low
CEO_Earl J. Hesterberg,Pearson,0.0076,Low
company_NortonLifeLock,Pearson,0.0076,Low
city_Newport News,Pearson,0.0076,Low
Website_https://www.generac.com,Pearson,0.0076,Low
CEO_Vicente Reynal,Pearson,0.0076,Low
Ticker_HII,Pearson,0.0076,Low
Ticker_HES,Pearson,0.0076,Low
city_Waukesha,Pearson,0.0076,Low
Website_https://www.nortonlifelock.com,Pearson,0.0076,Low
CEO_Charles Bergh,Pearson,0.0076,Low
Ticker_LEVI,Pearson,0.0076,Low
Ticker_GNRC,Pearson,0.0076,Low
company_Group 1 Automotive,Pearson,0.0076,Low
company_Broadridge Financial Solutions,Pearson,0.0076,Low
company_MKS Instruments,Pearson,0.0076,Low
Website_https://www.hess.com,Pearson,0.0076,Low
Website_https://www.wabteccorp.com,Pearson,0.0076,Low
Ticker_WAB,Pearson,0.0076,Low
CEO_Michael C. Jennings,Pearson,0.0076,Low
CEO_Rafael O. Santana,Pearson,0.0076,Low
Website_https://www.hfsinclair.com,Pearson,0.0076,Low
prev_rank_384.0,Pearson,0.0076,Low
Website_https://www.group1auto.com,Pearson,0.0076,Low
Ticker_COIN,Pearson,0.0076,Low
company_Huntington Ingalls Industries,Pearson,0.0076,Low
CEO_Christopher D. Kastner,Pearson,0.0076,Low
prev_rank_327.0,Pearson,0.0076,Low
Website_https://www.levistrauss.com,Pearson,0.0076,Low
CEO_John T.C. Lee,Pearson,0.0076,Low
company_HF Sinclair,Pearson,0.0076,Low
company_Levi Strauss,Pearson,0.0076,Low
Ticker_GPI,Pearson,0.0076,Low
company_Ingersoll Rand,Pearson,0.0076,Low
CEO_John B. Hess,Pearson,0.0076,Low
company_Hess,Pearson,0.0076,Low
CEO_Aaron Jagdfeld,Pearson,0.0076,Low
Website_https://www.mksinst.com,Pearson,0.0076,Low
city_Atlanta,Pearson,0.0076,Low
prev_rank_286.0,Pearson,0.0076,Low
city_Lake Success,Pearson,0.0076,Low
Website_https://www.irco.com,Pearson,0.0076,Low
company_Coinbase Global,Pearson,0.0076,Low
city_Thousand Oaks,Pearson,0.0076,Low
Ticker_DINO,Pearson,0.0076,Low
company_Generac Holdings,Pearson,0.0076,Low
city_Birmingham,Pearson,0.0076,Low
Ticker_NLOK,Pearson,0.0076,Low
company_Westinghouse Air Brake Technologies,Pearson,0.0076,Low
Ticker_BR,Pearson,0.0076,Low
Website_https://www.huntingtoningalls.com,Pearson,0.0076,Low
city_Andover,Pearson,0.0076,Low
CEO_Brian Armstrong,Pearson,0.0076,Low
Website_https://www.coinbase.com,Pearson,0.0076,Low
company_Alexandria Real Estate Equities,Pearson,0.0075,Low
prev_rank_406.0,Pearson,0.0075,Low
CEO_Michael Stubblefield,Pearson,0.0075,Low
Website_https://www.seaboardcorp.com,Pearson,0.0075,Low
Ticker_AVTR,Pearson,0.0075,Low
Website_https://www.newellbrands.com,Pearson,0.0075,Low
company_Seaboard,Pearson,0.0075,Low
company_Affiliated Managers Group,Pearson,0.0075,Low
Ticker_SEB,Pearson,0.0075,Low
Website_https://www.kbhome.com,Pearson,0.0075,Low
Website_https://www.amg.com,Pearson,0.0075,Low
city_Akron,Pearson,0.0075,Low
city_Merriam,Pearson,0.0075,Low
Ticker_NWL,Pearson,0.0075,Low
company_Avantor,Pearson,0.0075,Low
CEO_Ravichandra K. Saligram,Pearson,0.0075,Low
city_Evansville,Pearson,0.0075,Low
CEO_Peter M. Moglia,Pearson,0.0075,Low
CEO_Robert L. Steer,Pearson,0.0075,Low
Website_https://www.are.com,Pearson,0.0075,Low
CEO_Jeffrey T. Mezger,Pearson,0.0075,Low
company_KB Home,Pearson,0.0075,Low
city_West Palm Beach,Pearson,0.0075,Low
prev_rank_325.0,Pearson,0.0075,Low
Ticker_AMG,Pearson,0.0075,Low
Ticker_ARE,Pearson,0.0075,Low
Website_https://www.mdcholdings.com,Pearson,0.0075,Low
prev_rank_438.0,Pearson,0.0075,Low
CEO_David D. Mandarich,Pearson,0.0075,Low
Ticker_MDC,Pearson,0.0075,Low
Website_https://www.avantorsciences.com,Pearson,0.0075,Low
company_MDC Holdings,Pearson,0.0075,Low
CEO_Jay C. Horgen,Pearson,0.0075,Low
Ticker_KBH,Pearson,0.0075,Low
company_Newell Brands,Pearson,0.0075,Low
Ticker_BC,Pearson,0.0074,Low
Website_https://www.roberthalf.com,Pearson,0.0074,Low
Ticker_IAC,Pearson,0.0074,Low
CEO_Lloyd M. Yates,Pearson,0.0074,Low
company_Robert Half International,Pearson,0.0074,Low
city_Harvey,Pearson,0.0074,Low
company_Brunswick,Pearson,0.0074,Low
company_IAC,Pearson,0.0074,Low
Website_https://www.bbinsurance.com,Pearson,0.0074,Low
Website_https://www.brunswick.com,Pearson,0.0074,Low
Ticker_TTWO,Pearson,0.0074,Low
CEO_M. Keith Waddell,Pearson,0.0074,Low
company_Atkore,Pearson,0.0074,Low
Website_https://www.atkore.com,Pearson,0.0074,Low
Website_https://www.catalent.com,Pearson,0.0074,Low
Website_https://www.take2games.com,Pearson,0.0074,Low
CEO_J. Powell Brown,Pearson,0.0074,Low
Ticker_ATKR,Pearson,0.0074,Low
city_San Diego,Pearson,0.0074,Low
Website_https://www.nisource.com,Pearson,0.0074,Low
CEO_Joseph M. Levin,Pearson,0.0074,Low
city_Merrillville,Pearson,0.0074,Low
company_Catalent,Pearson,0.0074,Low
CEO_Alessandro Maselli,Pearson,0.0074,Low
city_Mettawa,Pearson,0.0074,Low
