feature,method,score,leak_risk
CEO_David M. Foulkes,Pearson,0.0074,Low
Ticker_RHI,Pearson,0.0074,Low
Ticker_BRO,Pearson,0.0074,Low
Website_https://www.iac.com,Pearson,0.0074,Low
CEO_Strauss H. Zelnick,Pearson,0.0074,Low
company_Take-Two Interactive Software,Pearson,0.0074,Low
company_NiSource,Pearson,0.0074,Low
CEO_William E. Waltz,Pearson,0.0074,Low
Ticker_CTLT,Pearson,0.0074,Low
company_Brown & Brown,Pearson,0.0074,Low
Ticker_NI,Pearson,0.0074,Low
city_Somerset,Pearson,0.0074,Low
Website_www.cardinalhealth.com,Pearson,0.0073,Low
prev_rank_301.0,Pearson,0.0073,Low
Ticker_UHAL,Pearson,0.0073,Low
ceo_woman_yes,Pearson,0.0073,Low
CEO_Horacio D. Rozanski,Pearson,0.0073,Low
Website_https://www.boozallen.com,Pearson,0.0073,Low
CEO_James A. Lico,Pearson,0.0073,Low
CEO_Ara K. Hovnanian,Pearson,0.0073,Low
city_Juno Beach,Pearson,0.0073,Low
CEO_John W. Ketchum,Pearson,0.0073,Low
Ticker_FTV,Pearson,0.0073,Low
Website_https://www.chemours.com,Pearson,0.0073,Low
Website_https://www.rgare.com,Pearson,0.0073,Low
Ticker_AAP,Pearson,0.0073,Low
prev_rank_166.0,Pearson,0.0073,Low
CEO_Edward J. Shoen,Pearson,0.0073,Low
CEO_Ken Xie,Pearson,0.0073,Low
Ticker_RGA,Pearson,0.0073,Low
city_St. Petersburg,Pearson,0.0073,Low
Ticker_NEE,Pearson,0.0073,Low
Website_https://www.amerco.com,Pearson,0.0073,Low
city_Everett,Pearson,0.0073,Low
company_Pinnacle West Capital,Pearson,0.0073,Low
company_Amerco,Pearson,0.0073,Low
CEO_Anna Manning,Pearson,0.0073,Low
Ticker_CC,Pearson,0.0073,Low
Website_https://www.khov.com,Pearson,0.0073,Low
CEO_Mark E. Newman,Pearson,0.0073,Low
CEO_Thomas R. Greco,Pearson,0.0073,Low
Website_https://www.advanceautoparts.com,Pearson,0.0073,Low
company_Fortinet,Pearson,0.0073,Low
company_Fortive,Pearson,0.0073,Low
prev_rank_207.0,Pearson,0.0073,Low
Website_https://www.fortinet.com,Pearson,0.0073,Low
Website_https://www.fortive.com,Pearson,0.0073,Low
Ticker_PNW,Pearson,0.0073,Low
company_Chemours,Pearson,0.0073,Low
company_NextEra Energy,Pearson,0.0073,Low
Ticker_BAH,Pearson,0.0073,Low
Website_https://www.nexteraenergy.com,Pearson,0.0073,Low
company_Cardinal Health,Pearson,0.0073,Low
city_Minneapolis,Pearson,0.0073,Low
prev_rank_391.0,Pearson,0.0073,Low
city_Matawan,Pearson,0.0073,Low
Website_https://www.pinnaclewest.com,Pearson,0.0073,Low
company_Reinsurance Group of America,Pearson,0.0073,Low
company_Hovnanian Enterprises,Pearson,0.0073,Low
city_Chesterfield,Pearson,0.0073,Low
prev_rank_14.0,Pearson,0.0073,Low
Ticker_FTNT,Pearson,0.0073,Low
company_Booz Allen Hamilton Holding,Pearson,0.0073,Low
Ticker_CAH,Pearson,0.0073,Low
CEO_Jason Hollar,Pearson,0.0073,Low
company_Advance Auto Parts,Pearson,0.0073,Low
CEO_Jeffrey B Guldner,Pearson,0.0073,Low
Ticker_HOV,Pearson,0.0073,Low
Ticker_TPX,Pearson,0.0072,Low
company_Tempur Sealy International,Pearson,0.0072,Low
city_Miami,Pearson,0.0072,Low
Website_https://www.henryschein.com,Pearson,0.0072,Low
Ticker_AMKR,Pearson,0.0072,Low
company_Amkor Technology,Pearson,0.0072,Low
company_Darden Restaurants,Pearson,0.0072,Low
CEO_Guillaume Marie Jean Rutten,Pearson,0.0072,Low
Website_https://www.tempursealy.com,Pearson,0.0072,Low
Website_https://www.amkor.com,Pearson,0.0072,Low
company_Henry Schein,Pearson,0.0072,Low
Website_https://www.darden.com,Pearson,0.0072,Low
Ticker_HSIC,Pearson,0.0072,Low
Ticker_DRI,Pearson,0.0072,Low
prev_rank_377.0,Pearson,0.0072,Low
CEO_Ricardo Cardenas,Pearson,0.0072,Low
CEO_Stanley Bergman,Pearson,0.0072,Low
prev_rank_298.0,Pearson,0.0072,Low
CEO_Scott Thompson,Pearson,0.0072,Low
Website_https://www.taylormorrison.com,Pearson,0.0071,Low
Website_https://www.xilinx.com,Pearson,0.0071,Low
Ticker_AKAM,Pearson,0.0071,Low
Ticker_POOL,Pearson,0.0071,Low
company_Thor Industries,Pearson,0.0071,Low
Ticker_WST,Pearson,0.0071,Low
Ticker_HOG,Pearson,0.0071,Low
company_Pool,Pearson,0.0071,Low
Website_https://www.akamai.com,Pearson,0.0071,Low
city_Long Beach,Pearson,0.0071,Low
company_Chipotle,Pearson,0.0071,Low
Website_https://www.harley-davidson.com,Pearson,0.0071,Low
CEO_Joseph M. Zubretsky,Pearson,0.0071,Low
Ticker_TMHC,Pearson,0.0071,Low
CEO_Martin P. Waters,Pearson,0.0071,Low
Ticker_DAR,Pearson,0.0071,Low
Ticker_THO,Pearson,0.0071,Low
company_Taylor Morrison Home,Pearson,0.0071,Low
city_Newport Beach,Pearson,0.0071,Low
company_Akamai Technologies,Pearson,0.0071,Low
Website_https://www.alliantenergy.com,Pearson,0.0071,Low
CEO_Peter Arvan,Pearson,0.0071,Low
city_Exton,Pearson,0.0071,Low
Website_https://www.westpharma.com,Pearson,0.0071,Low
CEO_F. Thomson Leighton,Pearson,0.0071,Low
Ticker_VSCO,Pearson,0.0071,Low
CEO_Eric M. Green,Pearson,0.0071,Low
company_Xilinx,Pearson,0.0071,Low
city_Reynoldsburg,Pearson,0.0071,Low
company_Alliant Energy,Pearson,0.0071,Low
company_Harley-Davidson,Pearson,0.0071,Low
Ticker_LNT,Pearson,0.0071,Low
company_West Pharmaceutical Services,Pearson,0.0071,Low
CEO_John O. Larsen,Pearson,0.0071,Low
Website_https://www.poolcorp.com,Pearson,0.0071,Low
Ticker_MOH,Pearson,0.0071,Low
prev_rank_452.0,Pearson,0.0071,Low
CEO_Jochen Zeitz,Pearson,0.0071,Low
CEO_Robert Martin,Pearson,0.0071,Low
company_Victoria's Secret,Pearson,0.0071,Low
CEO_Brian Niccol,Pearson,0.0071,Low
company_Darling Ingredients,Pearson,0.0071,Low
Website_https://www.chipotle.com,Pearson,0.0071,Low
CEO_Lisa T. Su,Pearson,0.0071,Low
prev_rank_464.0,Pearson,0.0071,Low
prev_rank_155.0,Pearson,0.0071,Low
Website_https://www.thorindustries.com,Pearson,0.0071,Low
CEO_Sheryl D. Palmer,Pearson,0.0071,Low
Ticker_XLNX,Pearson,0.0071,Low
CEO_Randall C. Stuewe,Pearson,0.0071,Low
company_Molina Healthcare,Pearson,0.0071,Low
Website_https://www.molinahealthcare.com,Pearson,0.0071,Low
Ticker_CMG,Pearson,0.0071,Low
city_Covington,Pearson,0.0071,Low
prev_rank_368.0,Pearson,0.0071,Low
Website_https://www.darlingii.com,Pearson,0.0071,Low
Website_https://www.victoriassecretandco.com,Pearson,0.0071,Low
CEO_Kevin M. Stein,Pearson,0.007,Low
Website_https://www.transdigm.com,Pearson,0.007,Low
CEO_Jeffrey J. Jones II,Pearson,0.007,Low
company_Academy Sports and Outdoors,Pearson,0.007,Low
city_Jersey City,Pearson,0.007,Low
CEO_Lee M. Shavel,Pearson,0.007,Low
Ticker_ATO,Pearson,0.007,Low
Ticker_ASO,Pearson,0.007,Low
city_Katy,Pearson,0.007,Low
company_H&R Block,Pearson,0.007,Low
Ticker_TDG,Pearson,0.007,Low
Website_https://www.academy.com,Pearson,0.007,Low
company_TransDigm Group,Pearson,0.007,Low
Website_https://www.hrblock.com,Pearson,0.007,Low
Website_https://www.vulcanmaterials.com,Pearson,0.007,Low
Website_https://www.verisk.com,Pearson,0.007,Low
CEO_Ken C. Hicks,Pearson,0.007,Low
Website_https://www.atmosenergy.com,Pearson,0.007,Low
prev_rank_475.0,Pearson,0.007,Low
company_Vulcan Materials,Pearson,0.007,Low
company_Verisk Analytics,Pearson,0.007,Low
Ticker_VRSK,Pearson,0.007,Low
company_Atmos Energy,Pearson,0.007,Low
Ticker_VMC,Pearson,0.007,Low
CEO_John K. Akers,Pearson,0.007,Low
CEO_J. Thomas Hill,Pearson,0.007,Low
Ticker_HRB,Pearson,0.007,Low
prev_rank_104.0,Pearson,0.0069,Low
Website_https://www.martinmarietta.com,Pearson,0.0069,Low
CEO_Vincent T. Roche,Pearson,0.0069,Low
Website_https://www.cadence.com,Pearson,0.0069,Low
company_Jabil,Pearson,0.0069,Low
Ticker_MLM,Pearson,0.0069,Low
city_Santa Monica,Pearson,0.0069,Low
company_Cadence Design Systems,Pearson,0.0069,Low
company_Waters,Pearson,0.0069,Low
company_RH,Pearson,0.0069,Low
city_Corte Madera,Pearson,0.0069,Low
Ticker_CDNS,Pearson,0.0069,Low
CEO_Gary G. Friedman,Pearson,0.0069,Low
CEO_Udit Batra,Pearson,0.0069,Low
Ticker_JBL,Pearson,0.0069,Low
city_Milford,Pearson,0.0069,Low
company_Martin Marietta Materials,Pearson,0.0069,Low
CEO_Mark T. Mondello,Pearson,0.0069,Low
Website_https://www.waters.com,Pearson,0.0069,Low
CEO_Anirudh Devgan,Pearson,0.0069,Low
Ticker_WAT,Pearson,0.0069,Low
Ticker_RH,Pearson,0.0069,Low
Website_https://www.rh.com,Pearson,0.0069,Low
CEO_C. Howard Nye,Pearson,0.0069,Low
Website_www.jabil.com,Pearson,0.0069,Low
Ticker_WOR,Pearson,0.0068,Low
company_Navient,Pearson,0.0068,Low
Ticker_BCC,Pearson,0.0068,Low
CEO_Linda Rendle,Pearson,0.0068,Low
Ticker_NAVI,Pearson,0.0068,Low
city_Indianapolis,Pearson,0.0068,Low
CEO_John F. Remondi,Pearson,0.0068,Low
Website_https://www.bc.com,Pearson,0.0068,Low
Website_https://www.thecloroxcompany.com,Pearson,0.0068,Low
city_Oakland,Pearson,0.0068,Low
CEO_B. Andrew Rose,Pearson,0.0068,Low
prev_rank_493.0,Pearson,0.0068,Low
company_Boise Cascade,Pearson,0.0068,Low
company_Worthington Industries,Pearson,0.0068,Low
Ticker_CLX,Pearson,0.0068,Low
CEO_Nathan Jorgensen,Pearson,0.0068,Low
prev_rank_427.0,Pearson,0.0068,Low
Website_https://www.navient.com,Pearson,0.0068,Low
Website_https://www.worthingtonindustries.com,Pearson,0.0068,Low
company_Clorox,Pearson,0.0068,Low
CEO_David A. Jackson,Pearson,0.0067,Low
CEO_Mitchell R. Butier,Pearson,0.0067,Low
Ticker_CROX,Pearson,0.0067,Low
Website_https://www.fmc.com,Pearson,0.0067,Low
prev_rank_417.0,Pearson,0.0067,Low
Website_https://www.evercore.com,Pearson,0.0067,Low
CEO_Phillippe Lord,Pearson,0.0067,Low
Ticker_OGE,Pearson,0.0067,Low
Ticker_QRVO,Pearson,0.0067,Low
CEO_Mark W. Begor,Pearson,0.0067,Low
company_Qorvo,Pearson,0.0067,Low
CEO_Andrew Rees,Pearson,0.0067,Low
company_Avery Dennison,Pearson,0.0067,Low
company_Knight-Swift Transportation Holdings,Pearson,0.0067,Low
Website_https://www.qorvo.com,Pearson,0.0067,Low
city_Louisville,Pearson,0.0067,Low
Website_https://www.crocs.com,Pearson,0.0067,Low
city_Manhattan Beach,Pearson,0.0067,Low
Website_https://www.skechers.com,Pearson,0.0067,Low
Website_https://www.equifax.com,Pearson,0.0067,Low
Ticker_NTAP,Pearson,0.0067,Low
CEO_Robert A. Bruggeworth,Pearson,0.0067,Low
Ticker_EFX,Pearson,0.0067,Low
Ticker_MTH,Pearson,0.0067,Low
city_Camden,Pearson,0.0067,Low
Ticker_KNX,Pearson,0.0067,Low
company_Equifax,Pearson,0.0067,Low
Ticker_EVR,Pearson,0.0067,Low
Website_https://www.averydennison.com,Pearson,0.0067,Low
Ticker_FMC,Pearson,0.0067,Low
company_OGE Energy,Pearson,0.0067,Low
Website_https://www.berryglobal.com,Pearson,0.0067,Low
CEO_Sean Trauschke,Pearson,0.0067,Low
CEO_George Kurian,Pearson,0.0067,Low
CEO_Thomas E. Salmon,Pearson,0.0067,Low
CEO_Mark A. Douglas,Pearson,0.0067,Low
CEO_John S. Weinberg,Pearson,0.0067,Low
city_Broomfield,Pearson,0.0067,Low
company_Meritage Homes,Pearson,0.0067,Low
company_Crocs,Pearson,0.0067,Low
Website_https://www.knighttrans.com,Pearson,0.0067,Low
CEO_Robert Greenberg,Pearson,0.0067,Low
company_NetApp,Pearson,0.0067,Low
Website_https://www.ogeenergy.com,Pearson,0.0067,Low
Ticker_SKX,Pearson,0.0067,Low
Website_https://www.meritagehomes.com,Pearson,0.0067,Low
prev_rank_261.0,Pearson,0.0067,Low
company_FMC,Pearson,0.0067,Low
company_Evercore,Pearson,0.0067,Low
company_Berry Global Group,Pearson,0.0067,Low
Ticker_AVY,Pearson,0.0067,Low
company_Skechers U.S.A.,Pearson,0.0067,Low
Website_https://www.netapp.com,Pearson,0.0067,Low
Ticker_BERY,Pearson,0.0067,Low
CEO_Roger A. Krone,Pearson,0.0066,Low
Website_https://www.edisoninvestor.com,Pearson,0.0066,Low
city_Lowell,Pearson,0.0066,Low
company_Hewlett Packard Enterprise,Pearson,0.0066,Low
Ticker_KMX,Pearson,0.0066,Low
company_Globe Life,Pearson,0.0066,Low
CEO_Jonathan J. Mazelsky,Pearson,0.0066,Low
Ticker_SNPS,Pearson,0.0066,Low
Ticker_HPE,Pearson,0.0066,Low
prev_rank_246.0,Pearson,0.0066,Low
Ticker_IDXX,Pearson,0.0066,Low
company_Goodyear Tire & Rubber,Pearson,0.0066,Low
Website_https://www.nmrk.com,Pearson,0.0066,Low
Ticker_GT,Pearson,0.0066,Low
Ticker_LDOS,Pearson,0.0066,Low
prev_rank_248.0,Pearson,0.0066,Low
Website_https://www.textron.com,Pearson,0.0066,Low
prev_rank_265.0,Pearson,0.0066,Low
Ticker_GL,Pearson,0.0066,Low
company_Illumina,Pearson,0.0066,Low
company_McCormick,Pearson,0.0066,Low
CEO_Scott C. Donnelly,Pearson,0.0066,Low
CEO_Lawrence Kurzius,Pearson,0.0066,Low
CEO_Richard J. Kramer,Pearson,0.0066,Low
Website_https://www.goodyear.com,Pearson,0.0066,Low
company_Leidos Holdings,Pearson,0.0066,Low
prev_rank_315.0,Pearson,0.0066,Low
Ticker_TXT,Pearson,0.0066,Low
state_MN,Pearson,0.0066,Low
prev_rank_136.0,Pearson,0.0066,Low
company_Edison International,Pearson,0.0066,Low
Ticker_MKC,Pearson,0.0066,Low
Website_https://www.mccormickcorporation.com,Pearson,0.0066,Low
company_IDEXX Laboratories,Pearson,0.0066,Low
CEO_Francis A. deSouza,Pearson,0.0066,Low
CEO_Barry M. Gosin,Pearson,0.0066,Low
Website_https://www.illumina.com,Pearson,0.0066,Low
CEO_Pedro J. Pizarro,Pearson,0.0066,Low
city_Rosemead,Pearson,0.0066,Low
Website_https://www.hpe.com,Pearson,0.0066,Low
prev_rank_226.0,Pearson,0.0066,Low
Website_https://www.jbhunt.com,Pearson,0.0066,Low
Website_https://www.synopsys.com,Pearson,0.0066,Low
Website_https://www.idexx.com,Pearson,0.0066,Low
CEO_Aart J. de Geus,Pearson,0.0066,Low
Ticker_NMRK,Pearson,0.0066,Low
Ticker_EIX,Pearson,0.0066,Low
company_CarMax,Pearson,0.0066,Low
Website_www.carmax.com,Pearson,0.0066,Low
Website_https://www.globelifeinsurance.com,Pearson,0.0066,Low
CEO_William D. Nash,Pearson,0.0066,Low
Ticker_JBHT,Pearson,0.0066,Low
Ticker_ILMN,Pearson,0.0066,Low
company_Textron,Pearson,0.0066,Low
company_Newmark Group,Pearson,0.0066,Low
company_Synopsys,Pearson,0.0066,Low
company_J.B. Hunt Transport Services,Pearson,0.0066,Low
city_Westbrook,Pearson,0.0066,Low
CEO_Antonio F. Neri,Pearson,0.0066,Low
Website_https://www.leidos.com,Pearson,0.0066,Low
prev_rank_106.0,Pearson,0.0066,Low
CEO_John N. Roberts III,Pearson,0.0066,Low
Ticker_FBHS,Pearson,0.0065,Low
company_Rithm Capital,Pearson,0.0065,Low
CEO_Joseph M. Hogan,Pearson,0.0065,Low
company_Fortune Brands Home & Security,Pearson,0.0065,Low
Website_https://www.mt.com,Pearson,0.0065,Low
Website_https://www.aligntech.com,Pearson,0.0065,Low
Website_https://www.rithmcap.com,Pearson,0.0065,Low
Website_https://www.fbhs.com,Pearson,0.0065,Low
CEO_Nicholas I. Fink,Pearson,0.0065,Low
Ticker_ALGN,Pearson,0.0065,Low
Ticker_MTD,Pearson,0.0065,Low
CEO_Michael Nierenberg,Pearson,0.0065,Low
company_Align Technology,Pearson,0.0065,Low
CEO_Patrick Kaltenbach,Pearson,0.0065,Low
company_Mettler-Toledo International,Pearson,0.0065,Low
Ticker_RITM,Pearson,0.0065,Low
prev_rank_456.0,Pearson,0.0065,Low
CEO_Eugene A. Hall,Pearson,0.0064,Low
company_Bread Financial Holdings,Pearson,0.0064,Low
company_Service Corp. International,Pearson,0.0064,Low
Ticker_BFH,Pearson,0.0064,Low
Ticker_SCI,Pearson,0.0064,Low
city_Windsor,Pearson,0.0064,Low
CEO_Thomas L. Ryan,Pearson,0.0064,Low
company_Gartner,Pearson,0.0064,Low
Website_https://www.breadfinancial.com,Pearson,0.0064,Low
Ticker_SSNC,Pearson,0.0064,Low
company_SS&C Technologies Holdings,Pearson,0.0064,Low
state_OR,Pearson,0.0064,Low
Website_https://www.sci-corp.com,Pearson,0.0064,Low
Ticker_IT,Pearson,0.0064,Low
Website_https://www.gartner.com,Pearson,0.0064,Low
CEO_Ralph J. Andretta,Pearson,0.0064,Low
Website_https://www.ssctech.com,Pearson,0.0064,Low
CEO_William C. Stone,Pearson,0.0064,Low
Ticker_WDC,Pearson,0.0063,Low
city_Kenosha,Pearson,0.0063,Low
Website_https://www.snapon.com,Pearson,0.0063,Low
CEO_Devin B. McGranahan,Pearson,0.0063,Low
CEO_Nicholas T. Pinchuk,Pearson,0.0063,Low
company_Snap-on,Pearson,0.0063,Low
company_Stifel Financial,Pearson,0.0063,Low
CEO_David V. Goeckeler,Pearson,0.0063,Low
company_Western Digital,Pearson,0.0063,Low
company_Western Union,Pearson,0.0063,Low
Website_https://www.unum.com,Pearson,0.0063,Low
CEO_Ronald J. Kruszewski,Pearson,0.0063,Low
Ticker_UNM,Pearson,0.0063,Low
city_Chattanooga,Pearson,0.0063,Low
Website_https://www.westerndigital.com,Pearson,0.0063,Low
company_Unum Group,Pearson,0.0063,Low
Ticker_SF,Pearson,0.0063,Low
CEO_Richard P. McKenney,Pearson,0.0063,Low
Website_https://www.stifel.com,Pearson,0.0063,Low
Ticker_SNA,Pearson,0.0063,Low
Ticker_WU,Pearson,0.0063,Low
Website_https://www.westernunion.com,Pearson,0.0063,Low
prev_rank_182.0,Pearson,0.0063,Low
prev_rank_230.0,Pearson,0.0063,Low
company_Progressive,Pearson,0.0062,Low
Ticker_ANET,Pearson,0.0062,Low
CEO_Robert C. Biesterfeld Jr.,Pearson,0.0062,Low
Ticker_PGR,Pearson,0.0062,Low
CEO_Matthew T. Farrell,Pearson,0.0062,Low
CEO_Andrew Wilson,Pearson,0.0062,Low
CEO_Jayshree V. Ullal,Pearson,0.0062,Low
Ticker_NXST,Pearson,0.0062,Low
Website_https://www.ea.com,Pearson,0.0062,Low
company_WestRock,Pearson,0.0062,Low
company_Arista Networks,Pearson,0.0062,Low
city_Mayfield Village,Pearson,0.0062,Low
Ticker_PKG,Pearson,0.0062,Low
CEO_Mark W. Kowlzan,Pearson,0.0062,Low
Ticker_TPR,Pearson,0.0062,Low
company_Church & Dwight,Pearson,0.0062,Low
Website_https://www.zebra.com,Pearson,0.0062,Low
CEO_David B. Sewell,Pearson,0.0062,Low
Ticker_WRK,Pearson,0.0062,Low
prev_rank_411.0,Pearson,0.0062,Low
prev_rank_433.0,Pearson,0.0062,Low
Ticker_TOL,Pearson,0.0062,Low
Website_https://www.fleetcor.com,Pearson,0.0062,Low
CEO_Perry Sook,Pearson,0.0062,Low
CEO_Anders Gustafsson,Pearson,0.0062,Low
Ticker_EA,Pearson,0.0062,Low
company_Zebra Technologies,Pearson,0.0062,Low
Ticker_CHD,Pearson,0.0062,Low
Ticker_CHRW,Pearson,0.0062,Low
company_Packaging Corp. of America,Pearson,0.0062,Low
Ticker_FLT,Pearson,0.0062,Low
Website_https://www.maximintegrated.com,Pearson,0.0062,Low
CEO_Joanne C. Crevoiserat,Pearson,0.0062,Low
company_C.H. Robinson Worldwide,Pearson,0.0062,Low
company_Electronic Arts,Pearson,0.0062,Low
Website_https://www.chrobinson.com,Pearson,0.0062,Low
Website_https://www.churchdwight.com,Pearson,0.0062,Low
CEO_Ronald F. Clarke,Pearson,0.0062,Low
company_Maxim Integrated Products,Pearson,0.0062,Low
Website_https://www.tapestry.com,Pearson,0.0062,Low
Website_https://www.tollbrothers.com,Pearson,0.0062,Low
Website_www.progressive.com,Pearson,0.0062,Low
Ticker_MXIM,Pearson,0.0062,Low
Website_https://www.arista.com,Pearson,0.0062,Low
city_Fort Washington,Pearson,0.0062,Low
Website_https://www.nexstar.tv,Pearson,0.0062,Low
prev_rank_191.0,Pearson,0.0062,Low
CEO_Susan Patricia Griffith,Pearson,0.0062,Low
prev_rank_170.0,Pearson,0.0062,Low
company_Toll Brothers,Pearson,0.0062,Low
city_Ewing,Pearson,0.0062,Low
company_Nexstar Media Group,Pearson,0.0062,Low
Website_https://www.packagingcorp.com,Pearson,0.0062,Low
CEO_Douglas C. Yearley Jr.,Pearson,0.0062,Low
Website_https://www.westrock.com,Pearson,0.0062,Low
prev_rank_74.0,Pearson,0.0062,Low
company_Fleetcor Technologies,Pearson,0.0062,Low
company_Tapestry,Pearson,0.0062,Low
Ticker_ZBRA,Pearson,0.0062,Low
CEO_William T. Dillard II,Pearson,0.0061,Low
Website_https://www.mcafee.com,Pearson,0.0061,Low
city_Little Rock,Pearson,0.0061,Low
CEO_Mark J. Costa,Pearson,0.0061,Low
company_McAfee,Pearson,0.0061,Low
city_Kingsport,Pearson,0.0061,Low
Ticker_EMN,Pearson,0.0061,Low
Website_https://www.dillards.com,Pearson,0.0061,Low
company_Dillard&#8217;s,Pearson,0.0061,Low
Ticker_ACI,Pearson,0.0061,Low
Ticker_DDS,Pearson,0.0061,Low
Website_https://www.eastman.com,Pearson,0.0061,Low
prev_rank_355.0,Pearson,0.0061,Low
CEO_Greg Johnson,Pearson,0.0061,Low
company_Albertsons,Pearson,0.0061,Low
Ticker_MCFE,Pearson,0.0061,Low
Website_www.albertsonscompanies.com,Pearson,0.0061,Low
prev_rank_52.0,Pearson,0.0061,Low
company_Eastman Chemical,Pearson,0.0061,Low
CEO_Vivek Sankaran,Pearson,0.0061,Low
prev_rank_260.0,Pearson,0.006,Low
company_Evergy,Pearson,0.006,Low
CEO_Mark T. Smucker,Pearson,0.006,Low
city_Orrville,Pearson,0.006,Low
city_King of Prussia,Pearson,0.006,Low
Website_https://www.jmsmucker.com,Pearson,0.006,Low
Website_https://http://investors.evergy.com,Pearson,0.006,Low
company_Ball,Pearson,0.006,Low
Ticker_BLL,Pearson,0.006,Low
CEO_David A. Campbell,Pearson,0.006,Low
CEO_Daniel W. Fisher,Pearson,0.006,Low
Ticker_SJM,Pearson,0.006,Low
Ticker_EVRG,Pearson,0.006,Low
Website_https://www.ball.com,Pearson,0.006,Low
company_J.M. Smucker,Pearson,0.006,Low
city_Westminster,Pearson,0.006,Low
prev_rank_378.0,Pearson,0.006,Low
Ticker_AGCO,Pearson,0.0059,Low
prev_rank_385.0,Pearson,0.0059,Low
Ticker_GPC,Pearson,0.0059,Low
CEO_Paul D. Donahue,Pearson,0.0059,Low
CEO_Thomas J. McInerney,Pearson,0.0059,Low
Ticker_GNW,Pearson,0.0059,Low
prev_rank_348.0,Pearson,0.0059,Low
city_Santa Rosa,Pearson,0.0059,Low
company_TJX,Pearson,0.0059,Low
company_Dominion Energy,Pearson,0.0059,Low
Ticker_MAT,Pearson,0.0059,Low
Ticker_FL,Pearson,0.0059,Low
Ticker_BFB,Pearson,0.0059,Low
company_Foot Locker,Pearson,0.0059,Low
CEO_Lawson E. Whiting,Pearson,0.0059,Low
prev_rank_97.0,Pearson,0.0059,Low
CEO_Satish Dhanasekaran,Pearson,0.0059,Low
Website_www.tjx.com,Pearson,0.0059,Low
company_Keysight Technologies,Pearson,0.0059,Low
Website_https://www.footlocker.com/corp,Pearson,0.0059,Low
CEO_Ernie L. Herrman,Pearson,0.0059,Low
Website_https://www.brown-forman.com,Pearson,0.0059,Low
CEO_Robert M. Blue,Pearson,0.0059,Low
prev_rank_331.0,Pearson,0.0059,Low
Website_https://www.genworth.com,Pearson,0.0059,Low
Website_https://www.genpt.com,Pearson,0.0059,Low
Website_https://www.dominionenergy.com,Pearson,0.0059,Low
Ticker_D,Pearson,0.0059,Low
CEO_Eric P. Hansotia,Pearson,0.0059,Low
company_Genworth Financial,Pearson,0.0059,Low
Website_https://www.agcocorp.com,Pearson,0.0059,Low
company_Genuine Parts,Pearson,0.0059,Low
city_Framingham,Pearson,0.0059,Low
Website_https://www.mattel.com,Pearson,0.0059,Low
Website_https://www.keysight.com,Pearson,0.0059,Low
company_Brown-Forman,Pearson,0.0059,Low
company_AGCO,Pearson,0.0059,Low
CEO_Ynon Kreiz,Pearson,0.0059,Low
prev_rank_173.0,Pearson,0.0059,Low
Ticker_TJX,Pearson,0.0059,Low
prev_rank_193.0,Pearson,0.0059,Low
company_Mattel,Pearson,0.0059,Low
CEO_Mary N. Dillon,Pearson,0.0059,Low
Ticker_KEYS,Pearson,0.0059,Low
Ticker_WES,Pearson,0.0058,Low
company_Signature Bank,Pearson,0.0058,Low
Website_https://www.ajg.com,Pearson,0.0058,Low
company_CF Industries Holdings,Pearson,0.0058,Low
Ticker_CF,Pearson,0.0058,Low
prev_rank_84.0,Pearson,0.0058,Low
Ticker_HRL,Pearson,0.0058,Low
CEO_Daniel L. Florness,Pearson,0.0058,Low
company_Fastenal,Pearson,0.0058,Low
Website_www.gd.com,Pearson,0.0058,Low
company_Arthur J. Gallagher,Pearson,0.0058,Low
Ticker_SBNY,Pearson,0.0058,Low
company_Tenet Healthcare,Pearson,0.0058,Low
CEO_Joseph J. DePaolo,Pearson,0.0058,Low
CEO_W. Anthony Will,Pearson,0.0058,Low
